birthplace,plays,name,weight,url,country,height,date_of_birth,current_rank,previous_rank,residence,tournaments,points
,,"Touly, Carla",,http://www.wtatennis.com/players/player/20287/title/carla-touly,FRA,,30-Aug-96,590,582,,15,39
,,"Perez Rojas, Guadalupe",,http://www.wtatennis.com/players/player/16100/title/guadalupe-perez-rojas,ARG,,19-Aug-94,591,589,,16,39
"Perth, Australia",Right-handed (two-handed backhand),"Inglis, Maddison",130,http://www.wtatennis.com/players/player/22241/title/maddison-inglis,AUS,1.71,14-Jan-98,592,590,"Perth, Australia",9,38
,,"Lister, Cornelia",,http://www.wtatennis.com/players/player/18524/title/cornelia-lister,SWE,,26-May-94,593,591,,14,38
,,"Ulvefeldt, Malin",,http://www.wtatennis.com/players/player/15875/title/malin-ulvefeldt,SWE,,27-Feb-94,594,592,,7,38
,,"Lu, Jiaxi",,http://www.wtatennis.com/players/player/21714/title/jiaxi-lu,CHN,,03-Mar-97,595,593,,15,38
,,"Ewijk, Chayenne",,http://www.wtatennis.com/players/player/10656/title/chayenne-ewijk,NED,,17-Aug-88,596,609,,8,38
,,"Jegiolka, Justyna",,http://www.wtatennis.com/players/player/13022/title/justyna-jegiolka,POL,,17-Sep-91,597,594,,21,38
,,"Zhuk, Sofya",,http://www.wtatennis.com/players/player/25283/title/sofya-zhuk,RUS,,01-Dec-99,598,595,,5,37
,,"Kalinskaya, Anna",,http://www.wtatennis.com/players/player/25520/title/anna-kalinskaya,RUS,,02-Dec-98,599,596,,6,37
,,"Abaza, Jan",,http://www.wtatennis.com/players/player/15976/title/jan-abaza,USA,,01-Mar-95,600,597,,10,37
,,"Alibalic, Nina",,http://www.wtatennis.com/players/player/22737/title/nina-alibalic,CRO,,10-Dec-98,601,598,,10,37
"Yerevan, Armenia",Right-handed (two-handed backhand),"Amiraghyan, Ani",128,http://www.wtatennis.com/players/player/16663/title/ani-amiraghyan,ARM,1.68,09-Oct-93,602,599,"Yerevan, Armenia",10,37
,,"Sterenbach, Saray",,http://www.wtatennis.com/players/player/17597/title/saray-sterenbach,ISR,,23-Aug-94,603,601,,14,37
,,"Vdovenco, Anastasia",,http://www.wtatennis.com/players/player/18101/title/anastasia-vdovenco,MDA,,20-Apr-94,604,613,,15,37
,,"Spigarelli, Martina",,http://www.wtatennis.com/players/player/17504/title/martina-spigarelli,ITA,,12-May-92,604,613,,15,37
,,"Kachar, Marina",,http://www.wtatennis.com/players/player/16098/title/marina-kachar,SRB,,15-Jul-92,606,602,,16,37
,,"Perper, Alexandra",,http://www.wtatennis.com/players/player/18291/title/alexandra-perper,MDA,,29-Jul-91,607,603,,17,37
,,"Bhatia, Riya",,http://www.wtatennis.com/players/player/20845/title/riya-bhatia,IND,,24-Sep-97,608,605,,18,37
,,"Pospelova, Aleksandra",,http://www.wtatennis.com/players/player/25316/title/aleksandra-pospelova,RUS,,22-Apr-98,609,606,,10,36
"Nakhon Ratchasima, Thailand",Right-handed (two-handed backhand),"Wannasuk, Nungnadda",128,http://www.wtatennis.com/players/player/12100/title/nungnadda-wannasuk,THA,1.65,11-Nov-89,610,608,"Bangkok, Thailand",6,36
,,"Shlomo, Keren",,http://www.wtatennis.com/players/player/10551/title/keren-shlomo,ISR,,14-Jan-88,611,615,,15,36
"Melbourne, Australia",Right-handed (two-handed backhand),"Peers, Sally",,http://www.wtatennis.com/players/player/13896/title/sally-peers,AUS,1.62,01-Jun-91,612,616,"Melbourne, Australia",16,36
,,"Njoze, Mirabelle",,http://www.wtatennis.com/players/player/21002/title/mirabelle-njoze,GBR,,05-Feb-97,613,617,,17,36
,,"Fetecau, Irina",,http://www.wtatennis.com/players/player/21191/title/irina-fetecau,ROU,,17-Apr-96,614,618,,17,35
,,"Prosperi, Valeria",,http://www.wtatennis.com/players/player/18030/title/valeria-prosperi,ITA,,13-Apr-95,615,610,,7,35
,,"Albie, Audrey",,http://www.wtatennis.com/players/player/16160/title/audrey-albie,FRA,,24-Oct-94,616,621,,11,35
,,"Suomalainen, Piia",,http://www.wtatennis.com/players/player/9599/title/piia-suomalainen,FIN,,09-Jul-84,617,612,,12,35
,,"Tolibova, Sadafmoh",,http://www.wtatennis.com/players/player/19118/title/sadafmoh-tolibova,BLR,,16-Jun-96,618,564,,13,35
,,"Tatachar Venugopal, Dhruthi",,http://www.wtatennis.com/players/player/21687/title/dhruthi-tatachar-venugopal,IND,,09-Jan-97,619,623,,15,35
,,"Curovic, Tamara",,http://www.wtatennis.com/players/player/16162/title/tamara-curovic,SRB,,31-Oct-94,620,625,,21,35
,,"Robillard-Millette, Charlotte",,http://www.wtatennis.com/players/player/23364/title/charlotte-robillard-millette,CAN,,12-Jan-99,621,626,,6,34
,,"Marozava, Lidziya",,http://www.wtatennis.com/players/player/15899/title/lidziya-marozava,BLR,,08-Oct-92,622,627,,9,34
,,"Kijima, Mizuno",,http://www.wtatennis.com/players/player/23314/title/mizuno-kijima,JPN,,21-Nov-95,623,628,,20,34
,,"Wang, Yan",,http://www.wtatennis.com/players/player/21008/title/yan-wang,CHN,,01-Jan-96,624,629,,21,34
"Karlstad, Sweden",Left-handed (two-handed backhand),"Laine, Emma",127,http://www.wtatennis.com/players/player/9596/title/emma-laine,FIN,1.64,26-Mar-86,625,630,"Helsinki, Finland",5,34
,,"Coopersmith, Nicole",135,http://www.wtatennis.com/players/player/23138/title/nicole-coopersmith,USA,1.76,08-May-99,626,678,,8,34
"Grenoble, France",Left-handed (one-handed backhand),"Feuerstein, Claire",147,http://www.wtatennis.com/players/player/10305/title/claire-feuerstein,FRA,1.78,28-Feb-86,627,631,"Grenoble, France",8,34
,,"Sumova, Diana",,http://www.wtatennis.com/players/player/17681/title/diana-sumova,CZE,,25-Sep-94,628,632,,8,34
,,"Gordon, Michaela",,http://www.wtatennis.com/players/player/23414/title/michaela-gordon,USA,,26-Jul-99,629,600,,9,34
,,"Urbina, Nazari",,http://www.wtatennis.com/players/player/12277/title/nazari-urbina,MEX,,12-Jun-89,630,633,,10,34
,,"Daniel, Jaeda",,http://www.wtatennis.com/players/player/23139/title/jaeda-daniel,USA,,28-Jul-99,631,634,,11,34
,,"Kurata, Nathaly",,http://www.wtatennis.com/players/player/15521/title/nathaly-kurata,BRA,,10-Feb-93,632,655,,13,34
,,"Kennel, Karin",,http://www.wtatennis.com/players/player/17731/title/karin-kennel,SUI,,05-Jul-95,633,635,,14,34
,,"Wallace, Isabelle",,http://www.wtatennis.com/players/player/18828/title/isabelle-wallace,AUS,,07-Sep-96,634,643,,16,34
,,"Sipek, Natalija",,http://www.wtatennis.com/players/player/20836/title/natalija-sipek,SLO,,19-Dec-96,635,636,,17,34
,,"Negreanu, Daiana",,http://www.wtatennis.com/players/player/11546/title/daiana-negreanu,ROU,,21-Jun-88,636,604,,18,34
,,"Adamescu, Cristina",,http://www.wtatennis.com/players/player/17656/title/cristina-adamescu,ROU,,25-Oct-95,637,637,,20,34
,,"Weijers, Bibiane",,http://www.wtatennis.com/players/player/10887/title/bibiane-weijers,NED,,13-May-88,638,649,,7,33
,,"Rosca, Ioana Loredana",,http://www.wtatennis.com/players/player/19564/title/ioana-loredana-rosca,ROU,,20-Sep-96,639,640,,9,33
,,"Burgic Bucko, Ema",,http://www.wtatennis.com/players/player/14287/title/ema-burgic-bucko,BIH,,22-Aug-92,640,641,,10,33
,,"Higuchi, Yuka",,http://www.wtatennis.com/players/player/14267/title/yuka-higuchi,JPN,,04-May-87,641,642,,13,33
,,"Bukta, Agnes",,http://www.wtatennis.com/players/player/15656/title/agnes-bukta,HUN,,29-Oct-93,642,644,,17,33
,,"Scholsen, Helene",,http://www.wtatennis.com/players/player/20524/title/helene-scholsen,BEL,,09-Jan-96,643,624,,19,33
,,"Sugnaux, Tess",,http://www.wtatennis.com/players/player/18910/title/tess-sugnaux,SUI,,03-Mar-95,644,638,,21,33
,,"Andreescu, Bianca",,http://www.wtatennis.com/players/player/27025/title/bianca-andreescu,CAN,,16-Jun-00,645,645,,3,32
"Minsk, Belarus",,"Lapko, Vera",,http://www.wtatennis.com/players/player/24070/title/vera-lapko,BLR,,29-Sep-98,646,646,"Minsk, Belarus",5,32
,,"Pervushina, Olesya",,http://www.wtatennis.com/players/player/26449/title/olesya-pervushina,RUS,,29-Apr-00,647,772,,5,32
"La Jolla, CA, USA",Right-handed (one-handed backhand),"Stevenson, Alexandra",156,http://www.wtatennis.com/players/player/7338/title/alexandra-stevenson,USA,1.85,15-Dec-80,648,541,"San Diego, CA, USA",15,32
,,"Huber, Luisa Marie",,http://www.wtatennis.com/players/player/20051/title/luisa-marie-huber,GER,,22-Jun-95,649,647,,17,32
,,"Wacnik, Jessica",,http://www.wtatennis.com/players/player/18293/title/jessica-wacnik,USA,,28-Apr-93,650,648,,6,32
,,"Ye, Qiu Yu",,http://www.wtatennis.com/players/player/22036/title/qiu-yu-ye,CHN,,29-Nov-97,651,650,,8,32
,,"Gumulya, Beatrice",,http://www.wtatennis.com/players/player/12338/title/beatrice-gumulya,INA,,01-Jan-91,652,651,,8,32
,,"Potocnik, Nina",,http://www.wtatennis.com/players/player/21664/title/nina-potocnik,SLO,,12-Jan-97,653,652,,9,32
,,"Ostlund, Fanny",,http://www.wtatennis.com/players/player/22188/title/fanny-ostlund,SWE,,05-May-97,654,654,,11,32
,,"Bavisetti, Sowjanya",,http://www.wtatennis.com/players/player/15967/title/sowjanya-bavisetti,IND,,11-Dec-93,655,656,,13,32
,,"Peddi Reddy, Sri",,http://www.wtatennis.com/players/player/18991/title/sri-peddi-reddy,IND,,04-Oct-95,656,658,,13,31
,,"Whoriskey, Caitlin",,http://www.wtatennis.com/players/player/11335/title/caitlin-whoriskey,USA,,19-Feb-88,657,619,,17,31
"Moscow, Russia",Right-handed (two-handed backhand),"Kleybanova, Alisa",159,http://www.wtatennis.com/players/player/11068/title/alisa-kleybanova,RUS,1.81,15-Jul-89,658,659,"Moscow, Russia",3,31
,,"Veselinovic, Ana",,http://www.wtatennis.com/players/player/11639/title/ana-veselinovic,MNE,,22-Feb-88,659,661,,8,31
"Boulogne-Billancourt, France",Right-handed (two-handed forehand and backhand),"Sarrazin, Laetitia",123,http://www.wtatennis.com/players/player/15880/title/laetitia-sarrazin,FRA,1.6,08-Mar-93,660,657,"Paris, France",14,31
"Yecla, Spain",Left-handed (two-handed backhand),"Martínez Sánchez, María José",150,http://www.wtatennis.com/players/player/5542/title/maria-jose-martinez-sanchez,ESP,1.76,12-Aug-82,661,663,"Barcelona, Spain",4,30
,,"Zander, Nina",,http://www.wtatennis.com/players/player/13055/title/nina-zander,GER,,26-Jan-90,662,552,,10,30
,,"Hattingh, Ilze",,http://www.wtatennis.com/players/player/17620/title/ilze-hattingh,RSA,,22-Apr-96,663,664,,14,30
,,"Mironova, Daria",,http://www.wtatennis.com/players/player/15531/title/daria-mironova,RUS,,09-Apr-93,664,665,,6,30
,,"Thandi, Karman",,http://www.wtatennis.com/players/player/25044/title/karman-thandi,IND,,16-Jun-98,665,666,,8,30
,,"Bacquie, Alice",,http://www.wtatennis.com/players/player/16991/title/alice-bacquie,FRA,,23-Jul-95,666,708,,12,30
,,"Maheta, Eetee",,http://www.wtatennis.com/players/player/19466/title/eetee-maheta,IND,,12-Oct-95,667,662,,14,30
,,"Geukens, Britt",,http://www.wtatennis.com/players/player/22545/title/britt-geukens,BEL,,23-Feb-96,668,669,,17,30
,,"De La Torre-Sanchez, Rocio",,http://www.wtatennis.com/players/player/12793/title/rocio-de-la-torre-sanchez,ESP,,19-Oct-90,669,670,,7,29
,,"Lechemia, Elixane",,http://www.wtatennis.com/players/player/14735/title/elixane-lechemia,FRA,,03-Sep-91,670,671,,6,29
,,"Day, Kayla",,http://www.wtatennis.com/players/player/23863/title/kayla-day,USA,,28-Sep-99,671,672,,6,29
,,"Arbuthnott, Emily",,http://www.wtatennis.com/players/player/22051/title/emily-arbuthnott,GBR,,03-Oct-97,672,685,,8,29
,,"Baluu, Sharrmadaa",,http://www.wtatennis.com/players/player/16774/title/sharrmadaa-baluu,IND,,09-Aug-93,673,673,,9,29
,,"Claffey, Jennifer",,http://www.wtatennis.com/players/player/26236/title/jennifer-claffey,IRL,,25-Jul-90,674,674,,9,29
,,"Niedmers, Nora",,http://www.wtatennis.com/players/player/18753/title/nora-niedmers,GER,,10-Jan-95,675,667,,12,29
,,"Partaud, Marine",,http://www.wtatennis.com/players/player/19568/title/marine-partaud,FRA,,09-Nov-94,676,668,,13,29
,,"Kalashnikova, Oksana",,http://www.wtatennis.com/players/player/11867/title/oksana-kalashnikova,GEO,,05-Sep-90,677,675,,10,28
,,"Yu, Yuanyi",,http://www.wtatennis.com/players/player/22441/title/yuanyi-yu,CHN,,01-Jan-95,678,676,,9,28
,,"Kempen, Magali",,http://www.wtatennis.com/players/player/21195/title/magali-kempen,BEL,,30-Nov-97,679,677,,4,28
,,"Lankri, Ofri",,http://www.wtatennis.com/players/player/15053/title/ofri-lankri,ISR,,06-Jul-91,680,652,,8,28
,,"Kapshay, Veronika",,http://www.wtatennis.com/players/player/10122/title/veronika-kapshay,UKR,,02-Dec-86,681,679,,12,28
,,"Cadar, Elena-Teodora",,http://www.wtatennis.com/players/player/15166/title/elena-teodora-cadar,ROU,,24-Feb-94,682,680,,12,28
,,"Zhang, Yukun",,http://www.wtatennis.com/players/player/22106/title/yukun-zhang,CHN,,25-Dec-95,683,681,,20,28
,,"Hives, Zoe",,http://www.wtatennis.com/players/player/20124/title/zoe-hives,AUS,,24-Oct-96,684,682,,9,27
,,"Hong, Seung-Yeon",,http://www.wtatennis.com/players/player/14745/title/seung-yeon-hong,KOR,,17-Apr-92,685,683,,11,27
,,"Levashova, Evgeniya",,http://www.wtatennis.com/players/player/25197/title/evgeniya-levashova,RUS,,28-May-99,686,684,,5,27
,,"Anshba, Amina",,http://www.wtatennis.com/players/player/23082/title/amina-anshba,RUS,,09-Sep-99,687,686,,8,27
,,"Ozeki, Michika",,http://www.wtatennis.com/players/player/16814/title/michika-ozeki,JPN,,17-Mar-92,688,687,,9,27
,,"Ionescu, Simona",,http://www.wtatennis.com/players/player/15603/title/simona-ionescu,ROU,,08-Jan-94,689,688,,10,27
"Moscow, Russia",Right-handed (two-handed backhand),"Voskoboeva, Galina",147,http://www.wtatennis.com/players/player/9744/title/galina-voskoboeva,KAZ,1.83,18-Dec-84,690,690,"Astana, Kazakhstan",4,26
,,"Cristian, Jaqueline",,http://www.wtatennis.com/players/player/20931/title/jaqueline-cristian,ROU,,05-Jun-98,691,691,,9,26
,,"Shoshyna, Anastasiya",,http://www.wtatennis.com/players/player/21556/title/anastasiya-shoshyna,UKR,,30-Nov-97,692,692,,9,26
,,"Heise, Priscilla",,http://www.wtatennis.com/players/player/15447/title/priscilla-heise,FRA,,11-Jun-90,693,741,,6,26
,,"Le Roux, Madrie",,http://www.wtatennis.com/players/player/17004/title/madrie-le-roux,RSA,,19-Apr-95,694,693,,9,26
,,"Cascino, Estelle",,http://www.wtatennis.com/players/player/17675/title/estelle-cascino,FRA,,13-Mar-96,695,815,,12,26
,,"Zimmermann, Kimberley",,http://www.wtatennis.com/players/player/17789/title/kimberley-zimmermann,BEL,,09-Nov-95,696,694,,14,26
,,"Gerlach, Katharina",,http://www.wtatennis.com/players/player/21747/title/katharina-gerlach,GER,,19-Feb-98,697,878,,7,25
,,"Monova, Polina",,http://www.wtatennis.com/players/player/16625/title/polina-monova,RUS,,06-Apr-93,698,695,,14,25
,,"Momkoonthod, Tamachan",,http://www.wtatennis.com/players/player/22401/title/tamachan-momkoonthod,THA,,14-Apr-97,699,696,,11,25
,,"Jebawy, Jasmin",,http://www.wtatennis.com/players/player/18733/title/jasmin-jebawy,GER,,04-Oct-96,700,697,,14,25
,,"Ushijima, Risa",,http://www.wtatennis.com/players/player/21930/title/risa-ushijima,JPN,,10-May-96,701,698,,5,25
,,"Kaji, Haruka",,http://www.wtatennis.com/players/player/18582/title/haruka-kaji,JPN,,25-Sep-94,702,699,,8,25
,,"Piai, Eduarda",,http://www.wtatennis.com/players/player/15068/title/eduarda-piai,BRA,,14-Dec-91,703,700,,8,25
,,"Koch-Benvenuto, Andrea",,http://www.wtatennis.com/players/player/9455/title/andrea-koch-benvenuto,CHI,,26-Apr-85,704,713,,8,25
,,"Zhuravleva, Angelina",,http://www.wtatennis.com/players/player/21213/title/angelina-zhuravleva,RUS,,20-Nov-96,705,701,,9,25
,,"Bonic, Barbara",,http://www.wtatennis.com/players/player/15256/title/barbara-bonic,SRB,,04-Jun-92,706,702,,9,25
,,"Pantuckova, Magdalena",,http://www.wtatennis.com/players/player/22498/title/magdalena-pantuckova,CZE,,28-Jan-99,707,703,,9,25
,,"Gabueva, Angelina",,http://www.wtatennis.com/players/player/12204/title/angelina-gabueva,RUS,,07-Dec-88,708,704,,10,25
,,"Kushkhova, Aminat",,http://www.wtatennis.com/players/player/15058/title/aminat-kushkhova,RUS,,29-Jul-93,709,689,,11,25
,,"Chen, Jiahui",,http://www.wtatennis.com/players/player/20425/title/jiahui-chen,CHN,,26-May-95,710,706,,12,25
,,"Rosatello, Camilla",,http://www.wtatennis.com/players/player/17689/title/camilla-rosatello,ITA,,28-May-95,711,707,,12,25
,,"Scala, Camilla",,http://www.wtatennis.com/players/player/19599/title/camilla-scala,ITA,,09-Jul-94,712,709,,12,25
,,"Yadlapalli, Pranjala",,http://www.wtatennis.com/players/player/22889/title/pranjala-yadlapalli,IND,,30-Mar-99,713,710,,4,24
,,"Mueller, Alexandra",,http://www.wtatennis.com/players/player/10121/title/alexandra-mueller,USA,,14-Feb-88,714,660,,5,24
,,"Yoshitomi, Aiko",,http://www.wtatennis.com/players/player/17470/title/aiko-yoshitomi,JPN,,24-Sep-93,715,711,,6,24
,,"Mekovec, Iva",,http://www.wtatennis.com/players/player/18049/title/iva-mekovec,CRO,,22-Feb-95,716,712,,7,24
,,"Wongteanchai, Varunya",,http://www.wtatennis.com/players/player/16711/title/varunya-wongteanchai,THA,,07-Jan-93,717,714,,8,24
,,"Guo, Shanshan",,http://www.wtatennis.com/players/player/21006/title/shanshan-guo,CHN,,09-Aug-96,718,715,,8,24
,,"Clerici, Giada",,http://www.wtatennis.com/players/player/18348/title/giada-clerici,ITA,,07-May-94,719,716,,8,24
,,"Arcidiacono, Federica",,http://www.wtatennis.com/players/player/17698/title/federica-arcidiacono,ITA,,14-Apr-93,720,718,,10,24
,,"Tholey, Lea",,http://www.wtatennis.com/players/player/18937/title/lea-tholey,FRA,,03-Sep-95,721,731,,11,24
,,"Szlavikovics, Szabina",,http://www.wtatennis.com/players/player/20945/title/szabina-szlavikovics,HUN,,05-Sep-95,722,719,,12,24
,,"Shroff, Kyra",,http://www.wtatennis.com/players/player/14704/title/kyra-shroff,IND,,17-Oct-92,723,720,,12,24
,,"Nefedova, Anastasia",,http://www.wtatennis.com/players/player/21744/title/anastasia-nefedova,RUS,,11-Jan-99,723,734,,12,24
,,"Okadaue, Chiaki",,http://www.wtatennis.com/players/player/12503/title/chiaki-okadaue,JPN,,29-Oct-86,725,721,,13,24
,,"Zovincova, Vendula",,http://www.wtatennis.com/players/player/21206/title/vendula-zovincova,CZE,,15-Apr-97,726,722,,16,24
"Hania, Crete, Greece",Right-handed (one-handed backhand),"Daniilidou, Eleni",158 1/2,http://www.wtatennis.com/players/player/2042/title/eleni-daniilidou,GRE,1.82,19-Sep-82,727,723,"Thessaloniki, Greece",7,23
,,"Wagemaker, Mandy",,http://www.wtatennis.com/players/player/19367/title/mandy-wagemaker,NED,,24-Apr-94,728,724,,12,23
,,"Morozova, Alexandra",,http://www.wtatennis.com/players/player/22240/title/alexandra-morozova,USA,,24-Feb-95,729,725,,12,23
,,"Kukharchuk, Nika",,http://www.wtatennis.com/players/player/10983/title/nika-kukharchuk,RUS,,08-Feb-87,730,740,,13,23
"Katowice, Poland",Right-handed (two-handed backhand),"Zaniewska, Sandra",154,http://www.wtatennis.com/players/player/13818/title/sandra-zaniewska,POL,1.72,03-Jan-92,731,726,"Katowice, Poland",5,23
,,"Sekulic, Sarah-Rebecca",,http://www.wtatennis.com/players/player/13987/title/sarah-rebecca-sekulic,GER,,03-Jul-92,732,756,,5,23
,,"Koshino, Yurina",,http://www.wtatennis.com/players/player/12917/title/yurina-koshino,JPN,,16-May-88,733,727,,8,23
,,"Neel, Ingrid",,http://www.wtatennis.com/players/player/23768/title/ingrid-neel,USA,,16-Jun-98,734,728,,9,23
,,"Ponchet, Jessika",,http://www.wtatennis.com/players/player/19516/title/jessika-ponchet,FRA,,26-Sep-96,735,729,,9,23
,,"Brogan, Anna",,http://www.wtatennis.com/players/player/19980/title/anna-brogan,GBR,,04-Aug-97,736,732,,10,23
,,"Payet, Pauline",,http://www.wtatennis.com/players/player/17885/title/pauline-payet,FRA,,03-Jul-94,737,735,,12,23
,,"Argyelan, Csilla",,http://www.wtatennis.com/players/player/15206/title/csilla-argyelan,HUN,,11-Nov-90,738,738,,17,23
,,"Flood, Emma",,http://www.wtatennis.com/players/player/14163/title/emma-flood,NOR,,13-Oct-90,739,739,,8,22
,,"Arshinkova, Petia",,http://www.wtatennis.com/players/player/21270/title/petia-arshinkova,BUL,,26-Apr-98,740,765,,12,22
"Martigues, France",Right-handed (two-handed backhand),"Larriere, Victoria",128,http://www.wtatennis.com/players/player/13222/title/victoria-larriere,FRA,1.68,02-May-91,741,774,"Calas, France",4,22
,,"Wienerova, Lenka",,http://www.wtatennis.com/players/player/11094/title/lenka-wienerova,SVK,,23-Apr-88,742,742,,6,22
,,"Zabirova, Adeliya",,http://www.wtatennis.com/players/player/21890/title/adeliya-zabirova,RUS,,19-Jul-98,743,743,,7,22
,,"Francati, Emilie",,http://www.wtatennis.com/players/player/25113/title/emilie-francati,DEN,,24-Jun-97,744,744,,8,22
,,"Bryzgalova, Yulia",,http://www.wtatennis.com/players/player/22886/title/yulia-bryzgalova,RUS,,27-Jan-98,745,745,,8,22
,,"Guo, Hanyu",,http://www.wtatennis.com/players/player/24507/title/hanyu-guo,CHN,,18-May-98,746,746,,8,22
,,"Siedliska, Natalia",,http://www.wtatennis.com/players/player/18423/title/natalia-siedliska,POL,,09-Dec-95,747,747,,10,22
,,"Nunome, Chihiro",,http://www.wtatennis.com/players/player/17136/title/chihiro-nunome,JPN,,26-Jun-92,748,748,,11,22
,,"Stolmar, Rebeka",,http://www.wtatennis.com/players/player/22485/title/rebeka-stolmar,HUN,,26-Feb-97,749,749,,12,22
,,"Matviyenko, Lisa",,http://www.wtatennis.com/players/player/22145/title/lisa-matviyenko,GER,,06-Oct-97,750,750,,13,22
,,"Lodikova, Daria",,http://www.wtatennis.com/players/player/21157/title/daria-lodikova,RUS,,25-May-96,751,751,,14,22
Romania,,"Ghitescu, Andreea",,http://www.wtatennis.com/players/player/21511/title/andreea-ghitescu,ROU,,10-Mar-97,751,751,Romania,14,22
,,"Distelmans, Steffi",,http://www.wtatennis.com/players/player/16094/title/steffi-distelmans,BEL,,01-Jun-93,753,753,,15,22
,,"Stephenson, Francesca",,http://www.wtatennis.com/players/player/16806/title/francesca-stephenson,GBR,,23-Aug-93,754,737,,15,22
,,"Codino, Fiona",,http://www.wtatennis.com/players/player/16954/title/fiona-codino,FRA,,31-Aug-95,755,754,,14,21
,,"Luque Moreno, Maria Jose",,http://www.wtatennis.com/players/player/19983/title/maria-jose-luque-moreno,ESP,,06-Jun-96,756,755,,4,21
,,"Foster, Manisha",,http://www.wtatennis.com/players/player/17534/title/manisha-foster,GBR,,21-Aug-93,757,757,,5,21
,,"Manasse, Maegan",,http://www.wtatennis.com/players/player/20289/title/maegan-manasse,USA,,16-Apr-95,758,758,,6,21
,,"Gonzalez Encinas, Marta",,http://www.wtatennis.com/players/player/23600/title/marta-gonzalez-encinas,ESP,,16-Sep-98,759,759,,7,21
,,"Yamasoto, Aki",,http://www.wtatennis.com/players/player/13430/title/aki-yamasoto,JPN,,24-Sep-91,760,760,,7,21
,,"Myers, Abbie",,http://www.wtatennis.com/players/player/17344/title/abbie-myers,AUS,,18-Jul-94,761,761,,8,21
,,"Watanabe, Hirono",,http://www.wtatennis.com/players/player/13394/title/hirono-watanabe,JPN,,22-Jul-87,762,762,,8,21
,,"Hristea, Camelia",,http://www.wtatennis.com/players/player/12445/title/camelia-hristea,ROU,,03-Feb-91,763,763,,9,21
,,"Murta, Ines",,http://www.wtatennis.com/players/player/19871/title/ines-murta,POR,,31-May-97,764,764,,9,21
,,"Atucha Gomez, Ainhoa",,http://www.wtatennis.com/players/player/15525/title/ainhoa-atucha-gomez,ESP,,24-May-93,765,868,,10,21
,,"Baric, Nives",,http://www.wtatennis.com/players/player/15736/title/nives-baric,AUS,,02-Jan-93,766,733,,10,21
,,"Luini, Sofia",,http://www.wtatennis.com/players/player/14943/title/sofia-luini,ARG,,11-Nov-92,767,778,,10,21
,,"Hering, Katharina",,http://www.wtatennis.com/players/player/19683/title/katharina-hering,GER,,28-Feb-95,768,766,,12,21
,,"Martinez Martinez, Maria",,http://www.wtatennis.com/players/player/18786/title/maria-martinez-martinez,ESP,,01-Apr-96,769,736,,13,21
,,"Giangreco Campiz, Camila",,http://www.wtatennis.com/players/player/18543/title/camila-giangreco-campiz,PAR,,24-Aug-96,769,767,,13,21
,,"Gobbi Monllau, Ana Victoria",,http://www.wtatennis.com/players/player/20552/title/ana-victoria-gobbi-monllau,ARG,,26-Dec-96,771,768,,13,21
,,"Aponasenko, Vasilisa",,http://www.wtatennis.com/players/player/22678/title/vasilisa-aponasenko,RUS,,22-Oct-96,771,768,,13,21
,,"Morderger, Yana",,http://www.wtatennis.com/players/player/19089/title/yana-morderger,GER,,07-Mar-97,773,770,,14,21
,,"Cavaday, Naomi",,http://www.wtatennis.com/players/player/12344/title/naomi-cavaday,GBR,,24-Apr-89,774,771,,9,20
,,"Alves, Maria Fernanda",,http://www.wtatennis.com/players/player/256/title/maria-fernanda-alves,BRA,,17-Apr-83,775,773,,9,20
,,"Kavlashvili, Tinatin",,http://www.wtatennis.com/players/player/9827/title/tinatin-kavlashvili,GEO,,09-Feb-87,776,775,,4,20
,,"Kratzer, Ashley",,http://www.wtatennis.com/players/player/23861/title/ashley-kratzer,USA,,08-Feb-99,777,790,,7,20
,,"Kramperova, Katerina",,http://www.wtatennis.com/players/player/11205/title/katerina-kramperova,CZE,,28-Dec-88,778,717,,7,20
,,"Saigo, Yukina",,http://www.wtatennis.com/players/player/22234/title/yukina-saigo,JPN,,27-Apr-96,779,776,,8,20
,,"Michel, Lara",,http://www.wtatennis.com/players/player/15303/title/lara-michel,SUI,,24-Dec-91,780,705,,8,20
,,"Capurro Taborda, Martina",,http://www.wtatennis.com/players/player/21247/title/martina-capurro-taborda,ARG,,04-Dec-97,781,777,,9,20
,,"Stuchla, Karolina",,http://www.wtatennis.com/players/player/20903/title/karolina-stuchla,CZE,,24-Feb-94,782,779,,10,20
,,"Werner, Caroline",,http://www.wtatennis.com/players/player/19602/title/caroline-werner,GER,,08-Apr-96,783,796,,12,20
,,"Chilumula, Nidhi",,http://www.wtatennis.com/players/player/15987/title/nidhi-chilumula,IND,,09-Oct-94,784,780,,12,20
"Offenbach, Germany",Right-handed (two-handed backhand),"Proese, Natalie",143,http://www.wtatennis.com/players/player/14830/title/natalie-proese,GER,1.76,27-Sep-90,785,798,"Offenbach, Germany",13,20
,,"Njuki, Brenda",,http://www.wtatennis.com/players/player/17046/title/brenda-njuki,SWE,,17-Feb-94,786,781,,13,20
,,"Januskova, Petra",,http://www.wtatennis.com/players/player/15375/title/petra-januskova,CAN,,03-Mar-91,787,799,,15,20
,,"Takahata, Kotomi",,http://www.wtatennis.com/players/player/14689/title/kotomi-takahata,JPN,,17-Nov-89,788,782,,14,19
