"","gender","current_rank","previous_rank","name","plays","height","weight","date_of_birth","country","birthplace","residence","tournaments","points","url"
"1577","male",247,251,"Dennis Novak","Right",NA,NA,"1993-08-28","AUT","","",27,208,"http://www.atpworldtour.com/en/players/dennis-novak/db59/overview"
"1578","male",248,252,"Matthew Barton","Right",191,187,"1991-12-18","AUS","Sydney, Australia","Collaroy, Australia",13,207,"http://www.atpworldtour.com/en/players/matthew-barton/bh98/overview"
"1579","male",249,253,"Frederico Ferreira Silva","Left",NA,NA,"1995-03-18","POR","","",29,207,"http://www.atpworldtour.com/en/players/frederico-ferreira-silva/sn54/overview"
"1580","male",250,261,"Tomas Lipovsek Puches",NA,NA,NA,"1993-04-17","ARG","","",29,207,"http://www.atpworldtour.com/en/players/tomas-lipovsek-puches/lc58/overview"
"1581","male",251,254,"Gavin Van Peperzeel","Right",180,163,"1992-03-29","AUS","Nambour","Bribie Island, Queensland, AUS",31,207,"http://www.atpworldtour.com/en/players/gavin-van-peperzeel/v784/overview"
"1582","male",252,256,"Marko Tepavac","Right",193,198,"1994-04-05","SRB","","",24,204,"http://www.atpworldtour.com/en/players/marko-tepavac/tc11/overview"
"1583","male",253,243,"Giovanni Lapentti","Right",193,201,"1983-01-25","ECU","Guayaquil, Ecuador","Guayaquil/Miami, Florida, USA",26,204,"http://www.atpworldtour.com/en/players/giovanni-lapentti/l430/overview"
"1584","male",254,293,"Nicolas Barrientos","Right",175,165,"1987-04-24","COL","Cali, Colombia","Cali, Colombia",29,204,"http://www.atpworldtour.com/en/players/nicolas-barrientos/bc76/overview"
"1585","male",255,247,"Jose Hernandez-Fernandez","Right",183,170,"1990-03-13","DOM","Santo Domingo","Santo Domingo",24,203,"http://www.atpworldtour.com/en/players/jose-hernandez-fernandez/h896/overview"
"1586","male",256,255,"Oriol Roca Batalla",NA,NA,NA,"1993-04-30","ESP","","",28,203,"http://www.atpworldtour.com/en/players/oriol-roca-batalla/rb60/overview"
"1587","male",257,266,"Michael Linzer","Right",183,168,"1989-11-02","AUT","Oberpullendorf, Austria","Bad Erlach, Austria",28,202,"http://www.atpworldtour.com/en/players/michael-linzer/l941/overview"
"1588","male",258,258,"David Perez Sanz",NA,NA,NA,"1994-05-15","ESP","","",30,202,"http://www.atpworldtour.com/en/players/david-perez-sanz/pf36/overview"
"1589","male",259,240,"Salvatore Caruso","Right",NA,172,"1992-12-15","ITA","Avola, Italy","Avola, Italy",23,200,"http://www.atpworldtour.com/en/players/salvatore-caruso/ce25/overview"
"1590","male",260,335,"Ernesto Escobedo","Right",185,180,"1996-07-04","USA","Los Angeles, CA, USA","West Covina, CA, USA",19,198,"http://www.atpworldtour.com/en/players/ernesto-escobedo/e873/overview"
"1591","male",261,271,"Tennys Sandgren","Right",188,190,"1991-07-22","USA","Gallatin, TN, USA","Gallatin, TN, USA",23,198,"http://www.atpworldtour.com/en/players/tennys-sandgren/sl08/overview"
"1592","male",262,249,"Lorenzo Giustino",NA,NA,NA,"1991-09-10","ITA","","",25,198,"http://www.atpworldtour.com/en/players/lorenzo-giustino/ga79/overview"
"1593","male",263,264,"Gregoire Barrere","Right",183,183,"1994-02-16","FRA","Charenton-Le-Pont, France","Saint Maur Des Fosses",24,195,"http://www.atpworldtour.com/en/players/gregoire-barrere/bk24/overview"
"1594","male",264,265,"Steven Diez",NA,NA,NA,"1991-03-17","CAN","","",28,195,"http://www.atpworldtour.com/en/players/steven-diez/d916/overview"
"1595","male",265,260,"Daniil Medvedev","Right",198,176,"1996-02-11","RUS","Moscow, Russia","Antibes, France",23,194,"http://www.atpworldtour.com/en/players/daniil-medvedev/mm58/overview"
"1596","male",266,267,"Bastian Trinker","Right",191,183,"1990-05-11","AUT","Portschach am Worthersee","Portschach am Woerthersee",28,192,"http://www.atpworldtour.com/en/players/bastian-trinker/t984/overview"
"1597","male",267,268,"Florian Mayer","Right",191,180,"1983-10-05","GER","Bayreuth, Germany","Bayreuth, Germany",11,191,"http://www.atpworldtour.com/en/players/florian-mayer/mb02/overview"
"1598","male",268,270,"Gleb Sakharov","Right",185,172,"1988-06-10","FRA","Tashkent","Nantes",21,191,"http://www.atpworldtour.com/en/players/gleb-sakharov/sj22/overview"
"1599","male",269,276,"Maximiliano Estevez","Left",191,181,"1989-05-18","ARG","Rio Gallegos, Argentina","Buenos Aires, Argentina",29,191,"http://www.atpworldtour.com/en/players/maximiliano-estevez/e708/overview"
"1600","male",270,272,"Mohamed Safwat","Right",183,163,"1990-09-19","EGY","El Mansoura","Ciaro",23,190,"http://www.atpworldtour.com/en/players/mohamed-safwat/sk47/overview"
"1601","male",271,273,"Jonathan Eysseric","Left",180,176,"1990-05-27","FRA","St. Germains en Layes, France","Grasse, France",26,189,"http://www.atpworldtour.com/en/players/jonathan-eysseric/e678/overview"
"1602","male",272,262,"Tsung-Hua Yang","Right",178,176,"1991-03-29","TPE","Hsinchu, Taiwan","Hsinchu, Taiwan",19,188,"http://www.atpworldtour.com/en/players/tsung-hua-yang/t982/overview"
"1603","male",273,274,"Robin Stanek","Left",188,165,"1995-01-03","CZE","Prague, Czech Republic","Prague, Czech Republic",26,187,"http://www.atpworldtour.com/en/players/robin-stanek/so86/overview"
"1604","male",274,259,"Mitchell Krueger","Right",188,170,"1994-01-12","USA","Fort Worth, TX, USA","Boca Raton, FL, USA",27,186,"http://www.atpworldtour.com/en/players/mitchell-krueger/kc12/overview"
"1605","male",275,257,"Darian King","Right",185,170,"1992-04-26","BAR","Bridgetown, Barbados","Bridgetown, Barbados",19,184,"http://www.atpworldtour.com/en/players/darian-king/kc86/overview"
"1606","male",276,278,"Constant Lestienne","Right",NA,NA,"1992-05-23","FRA","","",24,184,"http://www.atpworldtour.com/en/players/constant-lestienne/lb66/overview"
"1607","male",277,277,"Aleksandre Metreveli","Right",183,172,"1993-08-10","GEO","Tbilisi","Georgia",24,184,"http://www.atpworldtour.com/en/players/aleksandre-metreveli/mn23/overview"
"1608","male",278,287,"Caio Zampieri","Right",183,174,"1986-05-27","BRA","Mogi Guacu, Brazil","Sao Paulo, Brazil",21,183,"http://www.atpworldtour.com/en/players/caio-zampieri/z198/overview"
"1609","male",279,275,"Matteo Viola","Right",188,176,"1987-07-07","ITA","Mestre-Venice, Italy","Marghera-Venice, Italy",29,182,"http://www.atpworldtour.com/en/players/matteo-viola/v490/overview"
"1610","male",280,280,"Alexey Vatutin",NA,NA,NA,"1992-10-27","RUS","","",29,180,"http://www.atpworldtour.com/en/players/alexey-vatutin/v717/overview"
"1611","male",281,281,"Ivan Nedelko",NA,NA,NA,"1986-05-12","RUS","","",35,180,"http://www.atpworldtour.com/en/players/ivan-nedelko/n561/overview"
"1612","male",282,289,"Joris De Loore",NA,NA,NA,"1993-04-21","BEL","","",21,178,"http://www.atpworldtour.com/en/players/joris-de-loore/da86/overview"
"1613","male",283,283,"Alessandro Bega","Right",173,154,"1991-01-11","ITA","Cernusco sul Naviglio, Italy","Milan",29,178,"http://www.atpworldtour.com/en/players/alessandro-bega/bf98/overview"
"1614","male",284,286,"Jan Hernych","Right",191,183,"1979-07-07","CZE","Prague, Czech Republic","Prague, Czech Republic",12,177,"http://www.atpworldtour.com/en/players/jan-hernych/h442/overview"
"1615","male",285,284,"Maximilian Marterer","Left",NA,NA,"1995-06-15","GER","","",21,177,"http://www.atpworldtour.com/en/players/maximilian-marterer/mn13/overview"
"1616","male",286,285,"Jan Mertl","Right",191,183,"1982-01-03","CZE","Usti Nad Labem, Czech Republic","Prague, Czech Republic",29,176,"http://www.atpworldtour.com/en/players/jan-mertl/ma38/overview"
"1617","male",287,288,"Sekou Bangoura","Right",183,170,"1991-11-18","USA","Bradenton, Florida, USA","Bradenton, Florida, USA",31,175,"http://www.atpworldtour.com/en/players/sekou-bangoura/bh02/overview"
"1618","male",288,279,"Liam Broady","Left",183,172,"1994-01-04","GBR","Stockport, England","Stockport, England",27,173,"http://www.atpworldtour.com/en/players/liam-broady/bi23/overview"
"1619","male",289,291,"Gerard Granollers",NA,NA,NA,"1989-01-30","ESP","","",30,171,"http://www.atpworldtour.com/en/players/gerard-granollers/g922/overview"
"1620","male",290,323,"Ilya Ivashka","Right",193,181,"1994-02-24","BLR","Minsk, Belarus","Minsk, Belarus",21,170,"http://www.atpworldtour.com/en/players/ilya-ivashka/i305/overview"
"1621","male",291,294,"Blaz Kavcic","Right",188,172,"1987-03-05","SLO","Ljubljana, Slovenia","Dubai, U.A.E.",18,168,"http://www.atpworldtour.com/en/players/blaz-kavcic/k834/overview"
"1622","male",292,305,"Juan Ignacio Londero","Right",NA,NA,"1993-08-15","ARG","","",15,168,"http://www.atpworldtour.com/en/players/juan-ignacio-londero/lb84/overview"
"1623","male",293,295,"Pablo Vivero Gonzalez","Right",193,174,"1995-04-26","ESP","Madrid, Spain","Madrid, Spain",21,168,"http://www.atpworldtour.com/en/players/pablo-vivero-gonzalez/v886/overview"
"1624","male",294,298,"Yannik Reuter",NA,NA,NA,"1991-03-06","BEL","","",22,167,"http://www.atpworldtour.com/en/players/yannik-reuter/ra82/overview"
"1625","male",295,296,"Alexander Ward","Right",185,192,"1990-04-30","GBR","Northampton","Barcelona, Spain",28,167,"http://www.atpworldtour.com/en/players/alexander-ward/w579/overview"
"1626","male",296,297,"Michal Konecny","Left",183,172,"1989-10-13","CZE","Vysoke Myto, Czech Republic","Prostejov, Czech Republic",29,167,"http://www.atpworldtour.com/en/players/michal-konecny/k906/overview"
"1627","male",297,282,"Ruben Ramirez Hidalgo","Right",183,163,"1978-01-06","ESP","Alicante, Spain","Alicante, Spain",25,166,"http://www.atpworldtour.com/en/players/ruben-ramirez-hidalgo/r383/overview"
"1628","male",298,311,"Jose Pereira","Right",180,163,"1991-01-26","BRA","Santana do Ipanema, Brazil","Curitiba-Parana, Brazil",22,165,"http://www.atpworldtour.com/en/players/jose-pereira/pc09/overview"
"1629","male",299,299,"Yasutaka Uchiyama","Right",NA,NA,"1992-08-05","JPN","","",16,164,"http://www.atpworldtour.com/en/players/yasutaka-uchiyama/u134/overview"
"1630","male",300,303,"Somdev Devvarman","Right",180,160,"1985-02-13","IND","Assam, India","Charlottesville,VA, U.S.A.",17,162,"http://www.atpworldtour.com/en/players/somdev-devvarman/d616/overview"
"1631","male",301,314,"Tomislav Brkic",NA,185,170,"1990-03-09","BIH","Mostar, Bosnia & Herzegovina","Ljubuski, Bosnia & Herzegovina",27,161,"http://www.atpworldtour.com/en/players/tomislav-brkic/be68/overview"
"1632","male",302,304,"Maxime Janvier","Right",193,187,"1996-10-18","FRA","Creil, France","Gouvieux, France",27,161,"http://www.atpworldtour.com/en/players/maxime-janvier/j620/overview"
"1633","male",303,310,"Philip Bester","Right",188,175,"1988-10-06","CAN","Sonthoffen, Germany","North Vancouver, Canada",22,160,"http://www.atpworldtour.com/en/players/philip-bester/bc68/overview"
"1634","male",304,306,"Marek Michalicka","Right",183,163,"1986-12-23","CZE","Prague, Czech Republic","Ricany, Czech Republic",31,160,"http://www.atpworldtour.com/en/players/marek-michalicka/mf78/overview"
"1635","male",305,307,"Flavio Cipolla","Right",173,163,"1983-10-20","ITA","Rome, Italy","Rome, Italy",16,159,"http://www.atpworldtour.com/en/players/flavio-cipolla/c723/overview"
"1636","male",306,308,"Miki Jankovic","Right",180,165,"1994-09-26","SRB","Belgrade, Serbia","Belgrade, Serbia",29,159,"http://www.atpworldtour.com/en/players/miki-jankovic/j513/overview"
"1637","male",307,309,"Jeremy Jahn","Right",178,159,"1990-04-05","GER","Munich, Germany","Munich, Germany",16,158,"http://www.atpworldtour.com/en/players/jeremy-jahn/j400/overview"
"1638","male",308,325,"Emilio Gomez","Right",NA,NA,"1991-11-28","ECU","","",22,158,"http://www.atpworldtour.com/en/players/emilio-gomez/ga36/overview"
"1639","male",309,263,"Connor Smith","Right",NA,NA,"1990-12-19","USA","","",25,158,"http://www.atpworldtour.com/en/players/connor-smith/sm38/overview"
"1640","male",310,319,"Filip Horansky","Right",NA,NA,"1993-01-07","SVK","Piestany, Slovakia","Piestany, Slovakia",29,158,"http://www.atpworldtour.com/en/players/filip-horansky/ha28/overview"
"1641","male",311,313,"Omar Jasika","Left",180,132,"1997-05-18","AUS","Melbourne Victoria, Australia","Melbourne, Australia",18,155,"http://www.atpworldtour.com/en/players/omar-jasika/j553/overview"
"1642","male",312,315,"Matt Reid",NA,NA,NA,"1990-07-17","AUS","","",18,154,"http://www.atpworldtour.com/en/players/matt-reid/r977/overview"
"1643","male",313,317,"Lorenzo Sonego","Right",NA,161,"1995-05-11","ITA","Torino, Italy","",24,154,"http://www.atpworldtour.com/en/players/lorenzo-sonego/su87/overview"
"1644","male",314,225,"Jason Jung","Right",178,150,"1989-06-15","TPE","Torrance, CA, USA","Torrance, CA, USA",27,154,"http://www.atpworldtour.com/en/players/jason-jung/j380/overview"
"1645","male",315,318,"Roberto Ortega-Olmedo",NA,NA,NA,"1991-04-30","ESP","","",28,154,"http://www.atpworldtour.com/en/players/roberto-ortega-olmedo/o340/overview"
"1646","male",316,316,"Lloyd George Harris","Right",193,165,"1997-02-24","RSA","Cape Town, South Africa","Cape Town, South Africa",21,153,"http://www.atpworldtour.com/en/players/lloyd-george-harris/hg86/overview"
"1647","male",317,321,"Scott Griekspoor","Right",188,176,"1991-01-10","NED","Haarlem, Netherlands","Nieuw Vennep, Netherlands",27,153,"http://www.atpworldtour.com/en/players/scott-griekspoor/gc54/overview"
"1648","male",318,292,"Agustin Velotti","Right",NA,NA,"1992-05-24","ARG","","",18,152,"http://www.atpworldtour.com/en/players/agustin-velotti/v620/overview"
"1649","male",319,290,"Nikola Mektic",NA,NA,NA,"1988-12-24","CRO","","",19,152,"http://www.atpworldtour.com/en/players/nikola-mektic/mf09/overview"
"1650","male",320,322,"Michael Mmoh","Right",185,187,"1998-01-10","USA","Riyadh, Saudi Arabia","Bradenton,Fl",15,151,"http://www.atpworldtour.com/en/players/michael-mmoh/mp01/overview"
"1651","male",321,324,"Lleyton Hewitt","Right",178,134,"1981-02-24","AUS","Adelaide, Australia","Nassau, Bahamas",7,150,"http://www.atpworldtour.com/en/players/lleyton-hewitt/h432/overview"
"1652","male",322,326,"Yann Marti","Right",173,163,"1988-06-07","SUI","Sierre, Switzerland","Venthone, Switzerland",21,150,"http://www.atpworldtour.com/en/players/yann-marti/mg54/overview"
"1653","male",323,312,"Roberto Marcora","Right",193,194,"1989-08-30","ITA","Busto Arsizio, Italy","Busto Arsizio, Italy",28,150,"http://www.atpworldtour.com/en/players/roberto-marcora/mj01/overview"
"1654","male",324,338,"Eric Quigley","Right",185,185,"1989-01-30","USA","Cincinnati, OH, U.S.A","Louisville, KY, U.S.A",29,150,"http://www.atpworldtour.com/en/players/eric-quigley/q945/overview"
"1655","male",325,333,"Matthias Bachinger","Right",188,183,"1987-04-02","GER","Munich, Germany","Munich, Germany",11,148,"http://www.atpworldtour.com/en/players/matthias-bachinger/bc65/overview"
"1656","male",326,334,"Andrew Whittington","Right",188,181,"1993-08-11","AUS","Williamstown, Australia","Williamstown, Australia",16,148,"http://www.atpworldtour.com/en/players/andrew-whittington/w630/overview"
"1657","male",327,327,"Jimmy Wang","Right",180,162,"1985-02-08","TPE","Saudi Arabia","Taipei, Chinese Taipei",19,148,"http://www.atpworldtour.com/en/players/jimmy-wang/w373/overview"
"1658","male",328,328,"Dimitar Kuzmanov","Right",183,159,"1993-07-28","BUL","Plovdiv, Bulgaria","Plovdiv, Bulgaria",21,148,"http://www.atpworldtour.com/en/players/dimitar-kuzmanov/kc33/overview"
"1659","male",329,329,"Adrien Puget",NA,NA,NA,"1991-03-04","FRA","","",22,148,"http://www.atpworldtour.com/en/players/adrien-puget/pd85/overview"
"1660","male",330,320,"Frank Dancevic","Right",185,175,"1984-09-26","CAN","Niagara Falls, Canada","Niagara Falls, Canada",18,146,"http://www.atpworldtour.com/en/players/frank-dancevic/d499/overview"
"1661","male",331,302,"Kamil Majchrzak","Right",183,163,"1996-01-13","POL","Piotrkow Trybunalski, Poland","Piotrkow Trybunalski, Poland",18,145,"http://www.atpworldtour.com/en/players/kamil-majchrzak/mq75/overview"
"1662","male",332,331,"Facundo Mena","Right",183,187,"1992-09-22","ARG","Buenos Aires, Argentina","",26,145,"http://www.atpworldtour.com/en/players/facundo-mena/mj98/overview"
"1663","male",333,341,"Christian Garin","Right",183,179,"1996-05-30","CHI","Santiago, Chile","Santiago, Chile",23,144,"http://www.atpworldtour.com/en/players/christian-garin/gd64/overview"
"1664","male",334,269,"James McGee","Right",183,176,"1987-06-10","IRL","Dublin, Ireland","Dublin, Ireland",19,143,"http://www.atpworldtour.com/en/players/james-mcgee/mg47/overview"
"1665","male",335,337,"Peter Kobelt","Right",201,200,"1990-11-17","USA","Cincinnati,  OH, USA","Columbus, OH/Tel Aviv, Israel",24,143,"http://www.atpworldtour.com/en/players/peter-kobelt/kc51/overview"
"1666","male",336,330,"Gianluca Mager",NA,NA,NA,"1994-12-01","ITA","","",26,141,"http://www.atpworldtour.com/en/players/gianluca-mager/ml57/overview"
"1667","male",337,340,"Juan Martin del Potro","Right",198,214,"1988-09-23","ARG","Tandil, Argentina","Tandil, Argentina",5,140,"http://www.atpworldtour.com/en/players/juan-martin-del-potro/d683/overview"
"1668","male",338,342,"Hernan Casanova","Right",178,168,"1994-02-06","ARG","Buenos Aires, Argentina","Lomas de Zamora, Buenos Aires",27,140,"http://www.atpworldtour.com/en/players/hernan-casanova/cg07/overview"
"1669","male",339,344,"Jarkko Nieminen","Left",185,172,"1981-07-23","FIN","Masku, Finland","Masku, Finland",10,138,"http://www.atpworldtour.com/en/players/jarkko-nieminen/n289/overview"
"1670","male",340,345,"Blake Mott","Right",183,168,"1996-04-21","AUS","Caringbah, Australia","Melbourne, Australia",20,138,"http://www.atpworldtour.com/en/players/blake-mott/mm79/overview"
"1671","male",341,361,"Danilo Petrovic","Right",203,190,"1992-01-24","SRB","Belgrade, Serbia","Belgrade,Serbia",23,138,"http://www.atpworldtour.com/en/players/danilo-petrovic/pe02/overview"
"1672","male",342,347,"Maxim Dubarenco",NA,NA,NA,"1993-06-24","BLR","","",24,138,"http://www.atpworldtour.com/en/players/maxim-dubarenco/da02/overview"
"1673","male",343,346,"Fernando Romboli","Right",180,179,"1989-01-04","BRA","Rio de Janeiro, Brazil","Guaruja, Brazil",25,138,"http://www.atpworldtour.com/en/players/fernando-romboli/r960/overview"
"1674","male",344,349,"Andreas Beck","Left",191,196,"1986-02-05","GER","Weingarten, Germany","Stuttgart, Germany",16,135,"http://www.atpworldtour.com/en/players/andreas-beck/ba86/overview"
"1675","male",345,353,"Frederik Nielsen","Right",191,183,"1983-08-27","DEN","Lyngby, Denmark","Lyngby, Denmark",18,134,"http://www.atpworldtour.com/en/players/frederik-nielsen/n390/overview"
"1676","male",346,366,"Gonzalo Escobar","Left",NA,NA,"1989-01-20","ECU","Manta, Ecuador","Manta, Ecuador",22,134,"http://www.atpworldtour.com/en/players/gonzalo-escobar/e661/overview"
"1677","male",347,351,"Adrien Bossel",NA,NA,NA,"1986-12-28","SUI","","",24,133,"http://www.atpworldtour.com/en/players/adrien-bossel/bf27/overview"
"1678","male",348,354,"Tucker Vorster","Right",196,198,"1988-09-03","RSA","Pretoria","Pretoria, South Africa",22,132,"http://www.atpworldtour.com/en/players/tucker-vorster/v600/overview"
"1679","male",349,357,"Niels Desein","Right",191,187,"1987-06-09","BEL","Gent, Belgium","Oostende, Belgium",29,132,"http://www.atpworldtour.com/en/players/niels-desein/d752/overview"
"1680","male",350,355,"Antal Van Der Duim",NA,NA,NA,"1987-09-16","NED","","The Netherlands",16,131,"http://www.atpworldtour.com/en/players/antal-van-der-duim/v494/overview"
"1681","male",351,363,"Laurynas Grigelis","Right",183,161,"1991-08-14","LTU","Klaipeda, Lithuania","Costa di Mezzate, Italy",21,131,"http://www.atpworldtour.com/en/players/laurynas-grigelis/ga71/overview"
"1682","male",352,375,"Vaclav Safranek",NA,185,176,"1994-05-20","CZE","","",29,131,"http://www.atpworldtour.com/en/players/vaclav-safranek/sn77/overview"
"1683","male",353,372,"Erik Crepaldi","Left",NA,NA,"1990-05-04","ITA","Vercelli, Italy","Vercelli, Italy",31,131,"http://www.atpworldtour.com/en/players/erik-crepaldi/ca62/overview"
"1684","male",354,359,"Nicolas Meister",NA,NA,NA,"1989-05-15","USA","","",21,130,"http://www.atpworldtour.com/en/players/nicolas-meister/mg84/overview"
"1685","male",355,389,"Marco Bortolotti",NA,NA,NA,"1991-01-21","ITA","","",27,130,"http://www.atpworldtour.com/en/players/marco-bortolotti/bh08/overview"
"1686","male",356,350,"Joshua Milton","Right",NA,NA,"1989-10-14","GBR","","",18,129,"http://www.atpworldtour.com/en/players/joshua-milton/mh15/overview"
"1687","male",357,362,"Alex Bolt","Left",183,185,"1993-01-05","AUS","Murray Bridge, Australia","Murray Bridge, Australia",19,129,"http://www.atpworldtour.com/en/players/alex-bolt/bi81/overview"
"1688","male",358,360,"Maxime Hamou","Right",185,165,"1995-06-08","FRA","Nimes, France","Paris, France",21,127,"http://www.atpworldtour.com/en/players/maxime-hamou/hb35/overview"
"1689","male",359,364,"Carlos Eduardo Severino",NA,NA,NA,"1990-12-05","BRA","","",22,127,"http://www.atpworldtour.com/en/players/carlos-eduardo-severino/sk30/overview"
"1690","male",360,365,"Edoardo Eremin","Right",185,198,"1993-10-05","ITA","Acqui Terme, Italy","Cassine, Italy",22,126,"http://www.atpworldtour.com/en/players/edoardo-eremin/e766/overview"
"1691","male",361,332,"Riccardo Bellotti","Right",NA,NA,"1991-08-05","ITA","Vienna, Austria","",26,126,"http://www.atpworldtour.com/en/players/riccardo-bellotti/bh76/overview"
"1692","male",362,352,"Michal Przysiezny","Right",185,185,"1984-02-16","POL","Glogow, Poland","Wroclaw, Poland",13,125,"http://www.atpworldtour.com/en/players/michal-przysiezny/p701/overview"
"1693","male",363,336,"Sebastien Boltz","Right",178,163,"1993-04-05","FRA","Creteil, France","Montbeliard, France",20,125,"http://www.atpworldtour.com/en/players/sebastien-boltz/bj37/overview"
"1694","male",364,367,"Sam Barry",NA,NA,NA,"1992-01-27","IRL","","",32,125,"http://www.atpworldtour.com/en/players/sam-barry/bh22/overview"
"1695","male",365,368,"Francisco Bahamonde","Right",185,163,"1996-11-07","ITA","Mendoza, Argentina","Mendoza, Argentina",13,124,"http://www.atpworldtour.com/en/players/francisco-bahamonde/bk68/overview"
"1696","male",366,358,"Cheong-Eui Kim",NA,NA,NA,"1990-03-23","KOR","","Korea",18,124,"http://www.atpworldtour.com/en/players/cheong-eui-kim/k863/overview"
"1697","male",367,369,"Juan Ignacio Galarza","Right",183,167,"1994-03-18","ARG","Buenos Aires, Argentina","Buenos Aires, Argentina",27,124,"http://www.atpworldtour.com/en/players/juan-ignacio-galarza/gd91/overview"
"1698","male",368,392,"Pedro Sousa","Right",180,150,"1988-05-27","POR","Lisbon, Portugal","Lisbon, Portugal",16,123,"http://www.atpworldtour.com/en/players/pedro-sousa/s483/overview"
"1699","male",369,371,"Maxime Teixeira","Right",188,165,"1989-01-18","FRA","","Paris, France",21,123,"http://www.atpworldtour.com/en/players/maxime-teixeira/t999/overview"
"1700","male",370,339,"Liang-Chi Huang",NA,NA,NA,"1992-03-08","TPE","","",26,123,"http://www.atpworldtour.com/en/players/liang-chi-huang/ha03/overview"
"1701","male",371,373,"Ante Pavic","Right",196,212,"1989-03-07","CRO","Ogulin, Croatia","Zagreb, Croatia",14,122,"http://www.atpworldtour.com/en/players/ante-pavic/pc78/overview"
"1702","male",372,348,"Dzmitry Zhyrmont",NA,NA,NA,"1989-03-01","BLR","","",16,122,"http://www.atpworldtour.com/en/players/dzmitry-zhyrmont/z248/overview"
"1703","male",373,378,"Daniel Masur","Right",183,174,"1994-11-06","GER","Bueckeburg, Germany","Munich, Germany",23,122,"http://www.atpworldtour.com/en/players/daniel-masur/mn20/overview"
"1704","male",374,408,"Shuichi Sekiguchi","Right",170,148,"1991-07-15","JPN","San Francisco, CA, USA","Kanagawa, Japan",15,121,"http://www.atpworldtour.com/en/players/shuichi-sekiguchi/sl92/overview"
"1705","male",375,376,"Marinko Matosevic","Right",193,190,"1985-08-08","AUS","Jajce, Bosnia-Herzegovina","Melbourne, Australia",15,119,"http://www.atpworldtour.com/en/players/marinko-matosevic/me05/overview"
"1706","male",376,370,"Peter Torebko","Right",185,185,"1988-02-10","GER","Bytom, Poland","Wesel, Germany",20,119,"http://www.atpworldtour.com/en/players/peter-torebko/t911/overview"
"1707","male",377,400,"Lloyd Glasspool","Right",191,187,"1993-11-19","GBR","Redditch","Birmingham",21,119,"http://www.atpworldtour.com/en/players/lloyd-glasspool/gd08/overview"
"1708","male",378,377,"Dayne Kelly",NA,NA,NA,"1990-07-23","AUS","","",18,118,"http://www.atpworldtour.com/en/players/dayne-kelly/ka22/overview"
"1709","male",379,388,"Pascal Brunner","Right",180,165,"1989-06-11","AUT","M\x1adling, Austria","Neufeld, Austria",24,118,"http://www.atpworldtour.com/en/players/pascal-brunner/bf12/overview"
"1710","male",380,379,"Victor Hanescu","Right",198,194,"1981-07-21","ROU","Bucharest, Romania","Bucharest, Romania",11,117,"http://www.atpworldtour.com/en/players/victor-hanescu/h528/overview"
"1711","male",381,380,"Daniel Elahi Galan","Right",191,159,"1996-06-18","COL","Bucaramanga, Colombia","Bogota, Colombia",18,117,"http://www.atpworldtour.com/en/players/daniel-elahi-galan/ge33/overview"
"1712","male",382,384,"Nicolaas Scholtz","Right",NA,NA,"1991-02-05","RSA","Caledon, South Africa","Caledon, South Africa",18,117,"http://www.atpworldtour.com/en/players/nicolaas-scholtz/sk41/overview"
"1713","male",383,381,"Sadio Doumbia","Right",185,174,"1990-09-12","FRA","Toulouse, France","Toulouse, France",21,117,"http://www.atpworldtour.com/en/players/sadio-doumbia/d917/overview"
"1714","male",384,382,"Maverick Banes",NA,NA,NA,"1992-04-10","AUS","","",28,117,"http://www.atpworldtour.com/en/players/maverick-banes/bh87/overview"
"1715","male",385,383,"Jesse Huta Galung","Right",NA,196,"1985-10-06","NED","Haarlem, The Netherlands","Poortugaal, The Netherlands",15,116,"http://www.atpworldtour.com/en/players/jesse-huta-galung/h704/overview"
"1716","male",386,385,"Lucas Miedler","Right",180,170,"1996-06-21","AUT","Tulln, Austria","Tulln, Austria",21,116,"http://www.atpworldtour.com/en/players/lucas-miedler/mo55/overview"
"1717","male",387,301,"Germain Gigounon",NA,178,161,"1989-04-20","BEL","","",23,115,"http://www.atpworldtour.com/en/players/germain-gigounon/gb13/overview"
"1718","male",388,387,"Hugo Nys","Right",183,170,"1991-02-16","FRA","Evian-les-Bains, France","Monte-Carlo",21,115,"http://www.atpworldtour.com/en/players/hugo-nys/n670/overview"
"1719","male",389,390,"Alex Kuznetsov","Right",183,172,"1987-02-05","USA","Kiev, Ukraine","Tampa, FL, USA",16,113,"http://www.atpworldtour.com/en/players/alex-kuznetsov/k737/overview"
"1720","male",390,391,"Julien Cagnina","Right",185,154,"1994-06-04","BEL","","",22,113,"http://www.atpworldtour.com/en/players/julien-cagnina/cg32/overview"
"1721","male",391,395,"Tim Van Rijthoven","Right",NA,198,"1997-04-24","NED","Roosendaal","Roosendaal",13,112,"http://www.atpworldtour.com/en/players/tim-van-rijthoven/v942/overview"
"1722","male",392,374,"Sanam Singh","Right",175,147,"1988-01-11","IND","Chandigarh, India","Chandigarh, India",16,112,"http://www.atpworldtour.com/en/players/sanam-singh/sg33/overview"
"1723","male",393,401,"Evan King","Left",185,175,"1992-03-25","USA","Chicago, Illinois, USA","Chicago, Illinois, USA",23,112,"http://www.atpworldtour.com/en/players/evan-king/kb37/overview"
